Literature,Cruise/Station,Latitude,Longitude,Mesh size (µm),Test size (µm),Depth (m),Spinose,Symbiosis,abundance_m3,biomass_Frail_mmol_m3,biomass_Schiebel_mmol_m3,prop
"Rebotim et al., 2017",POS384_210-1,34.6,-13.29,100,>100,100,Yes,Undetermined,0,0,0,0
"Rebotim et al., 2017",POS384_210-1,34.6,-13.29,100,>100,100,Yes,Yes,1.52,4.0486643513949225e-5,1.0703333333333334e-4,0.5507246376811594
"Rebotim et al., 2017",POS384_273-1,35.5,-12.09,100,>100,100,No,No,3.48,9.269310488719955e-5,2.4505e-4,0.6541353383458646
"Rebotim et al., 2017",POS384_273-1,35.5,-12.09,100,>100,100,No,Yes,1.28,3.409401559069409e-5,9.013333333333333e-5,0.24060150375939848
"Rebotim et al., 2017",POS384_273-1,35.5,-12.09,100,>100,100,Undetermined,Undetermined,0.56,1.4916131820928665e-5,3.9433333333333334e-5,0.10526315789473685
"Rebotim et al., 2017",POS384_273-1,35.5,-12.09,100,>100,100,Yes,No,0,0,0,0
"Rebotim et al., 2017",POS384_273-1,35.5,-12.09,100,>100,100,Yes,Undetermined,0,0,0,0
"Rebotim et al., 2017",POS384_273-1,35.5,-12.09,100,>100,100,Yes,Yes,0,0,0,0
"Rebotim et al., 2017",VH96/2-EBC,28.83333,-13.16667,100,>125,150,No,No,83.04,0.0022118492614462792,0.0058474,0.18039624608967675
"Rebotim et al., 2017",VH96/2-EBC,28.83333,-13.16667,100,>125,150,No,Yes,89.92,0.0023951045952462597,0.0063318666666666665,0.19534237052485226
"Rebotim et al., 2017",VH96/2-EBC,28.83333,-13.16667,100,>125,150,Undetermined,Undetermined,0,0,0,0
"Rebotim et al., 2017",VH96/2-EBC,28.83333,-13.16667,100,>125,150,Yes,No,0,0,0,0
"Rebotim et al., 2017",VH96/2-EBC,28.83333,-13.16667,100,>125,150,Yes,Undetermined,0,0,0,0
"Rebotim et al., 2017",VH96/2-EBC,28.83333,-13.16667,100,>125,150,Yes,Yes,287.36,0.0076541065001108225,0.020234933333333333,0.624261383385471
"Rebotim et al., 2017",VH96/2-ESTOC,29.16667,-15.5,100,>125,150,No,No,86.72,0.0023098695562695244,0.006106533333333333,0.2874569079819677
"Rebotim et al., 2017",VH96/2-ESTOC,29.16667,-15.5,100,>125,150,No,Yes,80.24,0.0021372686023416352,0.005650233333333333,0.26597719437814904
"Rebotim et al., 2017",VH96/2-ESTOC,29.16667,-15.5,100,>125,150,Undetermined,Undetermined,0,0,0,0
"Rebotim et al., 2017",VH96/2-ESTOC,29.16667,-15.5,100,>125,150,Yes,No,0,0,0,0
"Rebotim et al., 2017",VH96/2-ESTOC,29.16667,-15.5,100,>125,150,Yes,Undetermined,0,0,0,0
"Rebotim et al., 2017",VH96/2-ESTOC,29.16667,-15.5,100,>125,150,Yes,Yes,134.72,0.0035883951409205524,0.009486533333333333,0.4465658976398834
"Rebotim et al., 2017",VH96/2-LaPalma,29.66667,-17.83333,100,>125,150,No,No,17.92,4.773162182697173e-4,0.0012618666666666667,0.17714511664689603
"Rebotim et al., 2017",VH96/2-LaPalma,29.66667,-17.83333,100,>125,150,No,Yes,20.52,5.465696874383146e-4,0.00144495,0.20284697508896798
"Rebotim et al., 2017",VH96/2-LaPalma,29.66667,-17.83333,100,>125,150,Undetermined,Undetermined,0,0,0,0
"Rebotim et al., 2017",VH96/2-LaPalma,29.66667,-17.83333,100,>125,150,Yes,No,0,0,0,0
"Rebotim et al., 2017",VH96/2-LaPalma,29.66667,-17.83333,100,>125,150,Yes,Undetermined,0,0,0,0
"Rebotim et al., 2017",VH96/2-LaPalma,29.66667,-17.83333,100,>125,150,Yes,Yes,62.72,0.0016706067639440103,0.004416533333333333,0.620007908264136
"Rippert et al., 2016",SO225_21-3,-3.001667,-164.9675,55,NA,100,No,No,0,0,0,0
"Rippert et al., 2016",SO225_21-3,-3.001667,-164.9675,55,NA,100,No,Yes,174.8,0.004655964004104162,0.012308833333333335,0.7434501531133039
"Rippert et al., 2016",SO225_21-3,-3.001667,-164.9675,55,NA,100,Undetermined,Undetermined,0,0,0,0
"Rippert et al., 2016",SO225_21-3,-3.001667,-164.9675,55,NA,100,Yes,No,0,0,0,0
"Rippert et al., 2016",SO225_21-3,-3.001667,-164.9675,55,NA,100,Yes,Undetermined,0,0,0,0
"Rippert et al., 2016",SO225_21-3,-3.001667,-164.9675,55,NA,100,Yes,Yes,60.32,0.0016066804847114588,0.0042475333333333335,0.25654984688669613
"Schiebel and Hemleben, 2000",M 10/2,47,-20,NA,>125,100,No,No,74.236,0.001977346360461536,0.005227451666666667,0.45524566438540975
"Schiebel and Hemleben, 2000",M 10/2,47,-20,NA,>125,100,No,Yes,30.48,8.11863746253403e-4,0.0021463,0.18691588785046728
"Schiebel and Hemleben, 2000",M 10/2,47,-20,NA,>125,100,Undetermined,Undetermined,0.3,7.990784904068927e-6,2.1125e-5,0.0018397233056148352
"Schiebel and Hemleben, 2000",M 10/2,47,-20,NA,>125,100,Yes,No,52.772,0.0014056323365250847,0.0037160283333333333,0.32361959427968695
"Schiebel and Hemleben, 2000",M 10/2,47,-20,NA,>125,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 10/2,47,-20,NA,>125,100,Yes,Yes,5.28,1.406378143116131e-4,3.7180000000000004e-4,0.0323791301788211
"Schiebel and Hemleben, 2000",M 10/2,57.6,-22,NA,>125,100,No,No,26.72,7.11712575455739e-4,0.0018815333333333333,0.24459904796777734
"Schiebel and Hemleben, 2000",M 10/2,57.6,-22,NA,>125,100,No,Yes,72.84,0.0019401625747079354,0.00512915,0.6667887220798242
"Schiebel and Hemleben, 2000",M 10/2,57.6,-22,NA,>125,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 10/2,57.6,-22,NA,>125,100,Yes,No,9.68,2.57835992904624e-4,6.816333333333333e-4,0.08861222995239838
"Schiebel and Hemleben, 2000",M 10/2,57.6,-22,NA,>125,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 10/2,57.6,-22,NA,>125,100,Yes,Yes,0,0,0,0
"Schiebel and Hemleben, 2000",M 10/4,47,-20,NA,>100,100,No,No,8.77,2.3359727869561495e-4,6.175541666666667e-4,0.4664893617021277
"Schiebel and Hemleben, 2000",M 10/4,47,-20,NA,>100,100,No,Yes,0.5800000000000001,1.544885081453326e-5,4.084166666666667e-5,0.030851063829787244
"Schiebel and Hemleben, 2000",M 10/4,47,-20,NA,>100,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 10/4,47,-20,NA,>100,100,Yes,No,0.7,1.8645164776160827e-5,4.929166666666666e-5,0.037234042553191495
"Schiebel and Hemleben, 2000",M 10/4,47,-20,NA,>100,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 10/4,47,-20,NA,>100,100,Yes,Yes,8.75,2.3306455970201036e-4,6.161458333333333e-4,0.46542553191489366
"Schiebel and Hemleben, 2000",M 12/3,47,-20,NA,>100,100,No,No,167.67999999999998,0.004466316042380925,0.011807466666666665,0.7280305661688086
"Schiebel and Hemleben, 2000",M 12/3,47,-20,NA,>100,100,No,Yes,16.12,4.293715088453037e-4,0.0011351166666666668,0.06998957971517888
"Schiebel and Hemleben, 2000",M 12/3,47,-20,NA,>100,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 12/3,47,-20,NA,>100,100,Yes,No,46.52,0.0012391043791242884,0.0032757833333333336,0.20197985411601252
"Schiebel and Hemleben, 2000",M 12/3,47,-20,NA,>100,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 12/3,47,-20,NA,>100,100,Yes,Yes,0,0,0,0
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>100,100,No,No,115.35999999999999,0.0030727231551113043,0.008123266666666665,0.44141055467123785
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>100,100,No,Yes,76.256,0.0020311509788156004,0.005369693333333333,0.2917840088159667
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>100,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>100,100,Yes,No,67.728,0.0018039995999426007,0.00476918,0.2591526876454022
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>100,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>100,100,Yes,Yes,2,5.327189936045951e-5,1.4083333333333333e-4,0.007652748867393168
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>125,100,No,No,115.56,0.0030780503450473506,0.00813735,0.633691599034876
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>125,100,No,Yes,51,0.0013584334336917176,0.00359125,0.27966659355121737
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>125,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>125,100,Yes,No,15.8,4.208480049476302e-4,0.0011125833333333335,0.08664180741390655
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>125,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000","M 21/1,2",47,-20,NA,>125,100,Yes,Yes,0,0,0,0
"Schiebel and Hemleben, 2000",M 21/3,47,-20,NA,>125,100,No,No,51.480000000000004,0.001371218689538228,0.0036250500000000003,0.5270270270270271
"Schiebel and Hemleben, 2000",M 21/3,47,-20,NA,>125,100,No,Yes,40.64,0.0010824849950045372,0.002861733333333333,0.41605241605241605
"Schiebel and Hemleben, 2000",M 21/3,47,-20,NA,>125,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 21/3,47,-20,NA,>125,100,Yes,No,5.56,1.4809588022207743e-4,3.9151666666666665e-4,0.05692055692055691
"Schiebel and Hemleben, 2000",M 21/3,47,-20,NA,>125,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 21/3,47,-20,NA,>125,100,Yes,Yes,0,0,0,0
"Schiebel and Hemleben, 2000",M 21/3,57.6,-22,NA,>125,100,No,No,109.55999999999999,0.0029182346469659717,0.007714849999999999,0.3960381723539618
"Schiebel and Hemleben, 2000",M 21/3,57.6,-22,NA,>125,100,No,Yes,93.2,0.0024824705101974135,0.006562833333333334,0.3368999421631001
"Schiebel and Hemleben, 2000",M 21/3,57.6,-22,NA,>125,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 21/3,57.6,-22,NA,>125,100,Yes,No,73.88,0.001967863962375374,0.005202383333333333,0.26706188548293813
"Schiebel and Hemleben, 2000",M 21/3,57.6,-22,NA,>125,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 21/3,57.6,-22,NA,>125,100,Yes,Yes,0,0,0,0
"Schiebel and Hemleben, 2000",M 21/6,47,-20,NA,>100,100,No,No,28.56,7.607227228673618e-4,0.0020111,0.6566523605150214
"Schiebel and Hemleben, 2000",M 21/6,47,-20,NA,>100,100,No,Yes,1.2,3.1963139616275706e-5,8.45e-5,0.027590435315757205
"Schiebel and Hemleben, 2000",M 21/6,47,-20,NA,>100,100,Undetermined,Undetermined,0.7733333333333332,2.0598467752711006e-5,5.4455555555555545e-5,0.01778050275904353
"Schiebel and Hemleben, 2000",M 21/6,47,-20,NA,>100,100,Yes,No,5.6,1.4916131820928662e-4,3.943333333333333e-4,0.12875536480686695
"Schiebel and Hemleben, 2000",M 21/6,47,-20,NA,>100,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 21/6,47,-20,NA,>100,100,Yes,Yes,7.36,1.96040589646491e-4,5.182666666666667e-4,0.16922133660331087
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>100,100,No,No,75.62,0.002014210514818974,0.005324908333333334,0.4521645539344654
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>100,100,No,Yes,53.8,0.0014330140927963607,0.0037884166666666665,0.3216933747907199
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>100,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>100,100,Yes,No,33.34,8.880425623388602e-4,0.002347691666666667,0.1993542214781153
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>100,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>100,100,Yes,Yes,4.48,1.1932905456742932e-4,3.154666666666667e-4,0.026787849796699355
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>125,100,No,No,1.56,4.155208150115842e-5,1.0985e-4,0.1492822966507177
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>125,100,No,Yes,3.35,8.923043142876969e-5,2.3589583333333335e-4,0.32057416267942584
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>125,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>125,100,Yes,No,3.6799999999999997,9.802029482324549e-5,2.591333333333333e-4,0.3521531100478469
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>125,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",M 6/7,47,-20,NA,>125,100,Yes,Yes,1.8599999999999999,4.954286640522734e-5,1.30975e-4,0.17799043062200956
"Schiebel and Hemleben, 2000",POS 200/6,47,-20,NA,>100,100,No,No,33.76,8.992296612045565e-4,0.0023772666666666666,0.4784580498866213
"Schiebel and Hemleben, 2000",POS 200/6,47,-20,NA,>100,100,No,Yes,17.56,4.677272763848345e-4,0.0012365166666666665,0.24886621315192742
"Schiebel and Hemleben, 2000",POS 200/6,47,-20,NA,>100,100,Undetermined,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",POS 200/6,47,-20,NA,>100,100,Yes,No,16.76,4.4641851664065075e-4,0.0011801833333333334,0.23752834467120182
"Schiebel and Hemleben, 2000",POS 200/6,47,-20,NA,>100,100,Yes,Undetermined,0,0,0,0
"Schiebel and Hemleben, 2000",POS 200/6,47,-20,NA,>100,100,Yes,Yes,2.48,6.605715520696979e-5,1.7463333333333334e-4,0.035147392290249435
"Schiebel et al., 2002","POS 231/3, FCA97C",33.905,-29.8,100,NA,100,No,No,0,0,0,0
"Schiebel et al., 2002","POS 231/3, FCA97C",33.905,-29.8,100,NA,100,No,Yes,0.8790000000000001,2.341299976892196e-5,6.189625000000001e-5,0.15453586497890295
"Schiebel et al., 2002","POS 231/3, FCA97C",33.905,-29.8,100,NA,100,Undetermined,Undetermined,0.307,8.177236551830534e-6,2.1617916666666665e-5,0.05397327707454289
"Schiebel et al., 2002","POS 231/3, FCA97C",33.905,-29.8,100,NA,100,Yes,No,0.5690000000000001,1.5155855368050732e-5,4.006708333333334e-5,0.10003516174402251
"Schiebel et al., 2002","POS 231/3, FCA97C",33.905,-29.8,100,NA,100,Yes,Undetermined,0,0,0,0
"Schiebel et al., 2002","POS 231/3, FCA97C",33.905,-29.8,100,NA,100,Yes,Yes,3.933,1.0475919009234362e-4,2.7694875e-4,0.6914556962025316
"Schiebel et al., 2004",M 32/5-414,14.446666666666667,65.015,100,NA,100,No,No,46,0.0012252536852905688,0.0032391666666666667,0.0522015433499773
"Schiebel et al., 2004",M 32/5-414,14.446666666666667,65.015,100,NA,100,No,Yes,236.60000000000002,0.0063020656943423604,0.016660583333333336,0.2684975034044485
"Schiebel et al., 2004",M 32/5-414,14.446666666666667,65.015,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schiebel et al., 2004",M 32/5-414,14.446666666666667,65.015,100,NA,100,Yes,No,132.2,0.003521272547726373,0.009309083333333332,0.15002269632319562
"Schiebel et al., 2004",M 32/5-414,14.446666666666667,65.015,100,NA,100,Yes,Undetermined,0,0,0,0
"Schiebel et al., 2004",M 32/5-414,14.446666666666667,65.015,100,NA,100,Yes,Yes,466.4,0.012423006930859157,0.032842333333333334,0.5292782569223785
"Schiebel et al., 2004",M 32/5-430,17.113333333333333,60.013333333333335,100,NA,100,No,No,0,0,0,0
"Schiebel et al., 2004",M 32/5-430,17.113333333333333,60.013333333333335,100,NA,100,No,Yes,446.6,0.011895615127190609,0.031448083333333335,0.3671489641565274
"Schiebel et al., 2004",M 32/5-430,17.113333333333333,60.013333333333335,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schiebel et al., 2004",M 32/5-430,17.113333333333333,60.013333333333335,100,NA,100,Yes,No,227.60000000000002,0.0060623421472202925,0.016026833333333334,0.18710950345281158
"Schiebel et al., 2004",M 32/5-430,17.113333333333333,60.013333333333335,100,NA,100,Yes,Undetermined,0,0,0,0
"Schiebel et al., 2004",M 32/5-430,17.113333333333333,60.013333333333335,100,NA,100,Yes,Yes,542.2,0.014442011916620574,0.03817991666666667,0.44574153239066094
"Schiebel et al., 2004",SO 119-28,17.31,58.39333333333333,100,NA,100,No,No,0,0,0,0
"Schiebel et al., 2004",SO 119-28,17.31,58.39333333333333,100,NA,100,No,Yes,26.6,7.085162614941115e-4,0.0018730833333333334,0.18785310734463279
"Schiebel et al., 2004",SO 119-28,17.31,58.39333333333333,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-28,17.31,58.39333333333333,100,NA,100,Yes,No,0,0,0,0
"Schiebel et al., 2004",SO 119-28,17.31,58.39333333333333,100,NA,100,Yes,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-28,17.31,58.39333333333333,100,NA,100,Yes,Yes,115,0.0030631342132264217,0.008097916666666666,0.8121468926553672
"Schiebel et al., 2004",SO 119-37,20.565,60.05166666666667,100,NA,100,No,No,0,0,0,0
"Schiebel et al., 2004",SO 119-37,20.565,60.05166666666667,100,NA,100,No,Yes,30.400000000000002,8.097328702789846e-4,0.0021406666666666666,0.41192411924119243
"Schiebel et al., 2004",SO 119-37,20.565,60.05166666666667,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-37,20.565,60.05166666666667,100,NA,100,Yes,No,34.199999999999996,9.109494790638575e-4,0.00240825,0.46341463414634143
"Schiebel et al., 2004",SO 119-37,20.565,60.05166666666667,100,NA,100,Yes,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-37,20.565,60.05166666666667,100,NA,100,Yes,Yes,9.2,2.4505073705811373e-4,6.478333333333333e-4,0.12466124661246612
"Schiebel et al., 2004",SO 119-5,14.458333333333334,64.585,100,NA,100,No,No,0,0,0,0
"Schiebel et al., 2004",SO 119-5,14.458333333333334,64.585,100,NA,100,No,Yes,28.599999999999998,7.61788160854571e-4,0.0020139166666666665,0.164367816091954
"Schiebel et al., 2004",SO 119-5,14.458333333333334,64.585,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-5,14.458333333333334,64.585,100,NA,100,Yes,No,0,0,0,0
"Schiebel et al., 2004",SO 119-5,14.458333333333334,64.585,100,NA,100,Yes,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-5,14.458333333333334,64.585,100,NA,100,Yes,Yes,145.4,0.0038728670835054065,0.010238583333333334,0.8356321839080461
"Schiebel et al., 2004",SO 119-6,10.011666666666668,64.99833333333333,100,NA,100,No,No,0,0,0,0
"Schiebel et al., 2004",SO 119-6,10.011666666666668,64.99833333333333,100,NA,100,No,Yes,13.000000000000002,3.462673458429869e-4,9.154166666666668e-4,0.07936507936507937
"Schiebel et al., 2004",SO 119-6,10.011666666666668,64.99833333333333,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-6,10.011666666666668,64.99833333333333,100,NA,100,Yes,No,0,0,0,0
"Schiebel et al., 2004",SO 119-6,10.011666666666668,64.99833333333333,100,NA,100,Yes,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-6,10.011666666666668,64.99833333333333,100,NA,100,Yes,Yes,150.8,0.004016701211778648,0.010618833333333334,0.9206349206349207
"Schiebel et al., 2004",SO 119-7,16.201666666666668,60.30833333333333,100,NA,60,No,No,0,0,0,0
"Schiebel et al., 2004",SO 119-7,16.201666666666668,60.30833333333333,100,NA,60,No,Yes,0,0,0,0
"Schiebel et al., 2004",SO 119-7,16.201666666666668,60.30833333333333,100,NA,60,Undetermined,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-7,16.201666666666668,60.30833333333333,100,NA,60,Yes,No,0,0,0,0
"Schiebel et al., 2004",SO 119-7,16.201666666666668,60.30833333333333,100,NA,60,Yes,Undetermined,0,0,0,0
"Schiebel et al., 2004",SO 119-7,16.201666666666668,60.30833333333333,100,NA,60,Yes,Yes,276,0.007351522111743412,0.019435,1
"Schmuker and Schiebel, 2002",M35/1-11,18.825,-63.98166666666667,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-11,18.825,-63.98166666666667,100,NA,100,No,Yes,7.8,2.0776040750579208e-4,5.492499999999999e-4,0.20634920634920637
"Schmuker and Schiebel, 2002",M35/1-11,18.825,-63.98166666666667,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-11,18.825,-63.98166666666667,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-11,18.825,-63.98166666666667,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-11,18.825,-63.98166666666667,100,NA,100,Yes,Yes,30,7.990784904068927e-4,0.0021125,0.7936507936507937
"Schmuker and Schiebel, 2002",M35/1-12,18.301666666666662,-63.63333333333333,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-12,18.301666666666662,-63.63333333333333,100,NA,100,No,Yes,5.8,1.5448850814533258e-4,4.0841666666666663e-4,0.22307692307692306
"Schmuker and Schiebel, 2002",M35/1-12,18.301666666666662,-63.63333333333333,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-12,18.301666666666662,-63.63333333333333,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-12,18.301666666666662,-63.63333333333333,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-12,18.301666666666662,-63.63333333333333,100,NA,100,Yes,Yes,20.2,5.38046183540641e-4,0.0014224166666666667,0.7769230769230769
"Schmuker and Schiebel, 2002",M35/1-16,18.051666666666662,-63.641666666666666,100,NA,100,No,No,4.199999999999999,1.1187098865696495e-4,2.9574999999999995e-4,0.06645569620253163
"Schmuker and Schiebel, 2002",M35/1-16,18.051666666666662,-63.641666666666666,100,NA,100,No,Yes,21.8,5.806637030290086e-4,0.0015350833333333334,0.3449367088607595
"Schmuker and Schiebel, 2002",M35/1-16,18.051666666666662,-63.641666666666666,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-16,18.051666666666662,-63.641666666666666,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-16,18.051666666666662,-63.641666666666666,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-16,18.051666666666662,-63.641666666666666,100,NA,100,Yes,Yes,37.2,9.90857328104547e-4,0.0026195000000000003,0.5886075949367089
"Schmuker and Schiebel, 2002",M35/1-17,17.918333333333333,-65.035,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-17,17.918333333333333,-65.035,100,NA,100,No,Yes,5.4,1.4383412827324068e-4,3.8025e-4,0.11489361702127662
"Schmuker and Schiebel, 2002",M35/1-17,17.918333333333333,-65.035,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-17,17.918333333333333,-65.035,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-17,17.918333333333333,-65.035,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-17,17.918333333333333,-65.035,100,NA,100,Yes,Yes,41.599999999999994,0.0011080555066975578,0.002929333333333333,0.8851063829787235
"Schmuker and Schiebel, 2002",M35/1-21,17.673333333333332,-65.435,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-21,17.673333333333332,-65.435,100,NA,100,No,Yes,71.4,0.0019018068071684046,0.00502775,0.298744769874477
"Schmuker and Schiebel, 2002",M35/1-21,17.673333333333332,-65.435,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-21,17.673333333333332,-65.435,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-21,17.673333333333332,-65.435,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-21,17.673333333333332,-65.435,100,NA,100,Yes,Yes,167.6,0.0044641851664065065,0.011801833333333333,0.701255230125523
"Schmuker and Schiebel, 2002",M35/1-24,17.04,-66,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-24,17.04,-66,100,NA,100,No,Yes,79.2,0.0021095672146741965,0.005577,0.21975582685904552
"Schmuker and Schiebel, 2002",M35/1-24,17.04,-66,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-24,17.04,-66,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-24,17.04,-66,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-24,17.04,-66,100,NA,100,Yes,Yes,281.2,0.007490029050080607,0.019801166666666665,0.7802441731409545
"Schmuker and Schiebel, 2002",M35/1-28,17.945,-67.49,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-28,17.945,-67.49,100,NA,100,No,Yes,66.60000000000001,0.001773954248703302,0.00468975,0.2383679312813171
"Schmuker and Schiebel, 2002",M35/1-28,17.945,-67.49,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-28,17.945,-67.49,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-28,17.945,-67.49,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-28,17.945,-67.49,100,NA,100,Yes,Yes,212.8,0.005668130091952892,0.014984666666666667,0.7616320687186828
"Schmuker and Schiebel, 2002",M35/1-3,12.088333333333331,-61.24333333333333,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-3,12.088333333333331,-61.24333333333333,100,NA,100,No,Yes,48,0.0012785255846510283,0.00338,0.43795620437956206
"Schmuker and Schiebel, 2002",M35/1-3,12.088333333333331,-61.24333333333333,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-3,12.088333333333331,-61.24333333333333,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-3,12.088333333333331,-61.24333333333333,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-3,12.088333333333331,-61.24333333333333,100,NA,100,Yes,Yes,61.6,0.001640774500302153,0.004337666666666667,0.562043795620438
"Schmuker and Schiebel, 2002",M35/1-4,14.411666666666669,-61.62833333333333,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-4,14.411666666666669,-61.62833333333333,100,NA,100,No,Yes,21.400000000000002,5.700093231569168e-4,0.0015069166666666668,0.45147679324894513
"Schmuker and Schiebel, 2002",M35/1-4,14.411666666666669,-61.62833333333333,100,NA,100,Undetermined,Undetermined,0,0,0,0
